REG_ID	REG_ID_GROUP	STATION_NAME	SYNONYM_NAMES	ICES_STATION_NAME	LAT_DM	LONG_DM	LATITUDE_WGS84_SWEREF99_DD	LONGITUDE_WGS84_SWEREF99_DD	LATITUDE_SWEREF99TM	LONGITUDE_SWEREF99TM	OUT_OF_BOUNDS_RADIUS	WADEP	EU_CD	MEDIA	COMNT	OLD_SHARK_ID
135016	263603	N7 OST NIDINGEN	FLADEN1<or>FLADEN1(3)<or>KA 5<or>KA5<or>KA5 (N7)<or>N7<or>N7 OST NIDINGEN<or>OST NIDINGEN (N7)	Nidingen	5718.20	1159.30	57.3033	11.9883	6355167	318574	1200	26	SE635952-127000	"Biota;Vatten"	VAL-2018-05-14	KANI52
135017	263604	KA6	KA 6<or>KA6<or>KA6 (L4)<or>Ka 6<or>Ka6<or>L4<or>LAHOLMSBUKTEN NORR (L4)	KA6	5637.00	1238.44	56.6167	12.6407	6277206	355221	1200	21	SE639274-131093	Vatten	VAL-2018-05-14	
135265	263605	SK11	HÄLLSÖ<or>O NORRA HÄLLSÖ<or>SK 11<or>SK11	SK11	5858.15	1105.43	58.9692	11.0905	6543192	275271	1200		SE654817-122892	Biota	VAL-2018-05-14	
135266	263606	NORD-HÄLLSÖ			5858.00	1105.50	58.9667	11.0917	6542910	275322	1200	36		Vatten	VAL-2018-05-14	FIBK32
135267	263607	SK12	N NORRA ÖDDÖ<or>SK 12<or>SK12	SK12	5855.75	1108.36	58.9292	11.1393	6538580	277819	1200		SE654353-123141	Biota	VAL-2018-05-14	
135268	263608	SK14	SK 14<or>SK14<or>STRO 6<or>STRO6<or>Skagerrak utsjö_7<or>V KOSTER	SK14	5851.00	1045.70	58.85	10.7617	6531093	255543	1200		SE653630-120903	Biota	VAL-2018-05-14	
135269	263609	SK1	SK 1<or>SK1<or>Skagerrak utsjö_6<or>V VÄDERÖARNA<or>VADE 7<or>VADE7	SK1	5832.49	1047.49	58.5415	10.7915	6496677	255106	1200		SE650187-120818	Biota	VAL-2018-05-14	
135270	263610	VÄDERÖ-4			5832.50	1048.00	58.5417	10.8	6496665	255601	1200	100		Vatten	VAL-2018-05-14	SKEX04
135271	263611	SK2	LYSE 6<or>LYSE6<or>SK 2<or>SK2<or>Skagerrak utsjö_8<or>V LYSEKIL	SK2	5815.20	1103.50	58.2533	11.0583	6463684	268740	1200		SE646869-122142	Biota	VAL-2018-05-14	
135272	263612	SK4	N SÖDRA SYSTER<or>N Södra syster<or>SK 4<or>SK4<or>Sk 4<or>Syd Koster yttre kust_9<or>SÖDRA SYSTER<or>VADE 4<or>VADE4<or>VÄDERÖFJORDEN<or>Väderöfjorden	SK4	5836.68	1108.47	58.6113	11.1412	6503221	275885	1200		SE650810-122911	Biota	VAL-2018-05-14	
135273	263613	SK15	V KOSTER	SK15	5847.20	1109.52	58.7867	11.1587	6522665	278020	1300		SE652889-123151	Biota	VAL-2018-05-14	
135274	263614	SK21	LYSE 7<or>LYSE7<or>N HÅLLÖ<or>SK 21<or>SK21	SK21	5822.90	1109.20	58.3817	11.1533	6477635	275127	1200		SE648258-122798	Biota	VAL-2018-05-14	
135276	263615	SK22	Brofjorden_1<or>INRE BROFJORDEN	SK22	5821.40	1126.50	58.3567	11.4417	6473926	291825	1200		SE647866-124465	Biota	VAL-2018-05-14	
135279	263616	STRETUDDEN	STRETUDDEN (STR)<or>STRTUDDEN (STR)<or>STR (STRETUDDEN)<or>BROFJ<or>BROFJORD RÅOLJEKAJEN<or>BROFJORDEN/STRETUDDEN<or>Brofjorden_10<or>RÅOLJEKAJEN<or>STRETUDDEN	Brofjorden (Stretudden)	5820.60	1124.20	58.3433	11.4033	6472562	289505	1200	48		"Biota;Vatten"	VAL-2018-05-14	FIBB70
135281	263617	HALSE FJORD			5806.42	1148.30	58.107	11.805	6445081	311753	1200			Vatten	VAL-2018-05-14	
135282	263618	STENUNGSUNDS HAMN			5806.61	1148.76	58.1102	11.8127	6445412	312221	1200			Vatten	VAL-2018-05-14	
135283	263619	SK27	HÄRÖN<or>SK 27<or>SK27<or>V HÄRÖN	SK27	5802.00	1122.00	58.0333	11.3667	6438194	285499	1200		SE644287-123774	Biota	VAL-2018-05-14	
135289	263620	SK3	07-mar<or>MARS7<or>NO SKAGEN<or>SK 3<or>SK3<or>Skagerrak utsjö_9	SK3	5755.90	1102.49	57.9317	11.0415	6427967	265652	1200		SE643299-121791	Biota	VAL-2018-05-14	
135291	263621	SK32	Göteborg N yttre kust_10<or>Göteborg yttre kust_10<or>LEKSKÄR<or>SK 32<ORV LEKSKÄR<or>SK32<or>V LEKSKÄR	SK32	5750.00	1130.00	57.8333	11.5	6415530	292213	1200		SE642022-124434	Biota	VAL-2018-05-14	
135292	263622	SK33	GOTE 4<or>GOTE4<or>Göteborg N yttre kust_9<or>SK 33<or>SK33<or>SSO ST PÖLSAN	SK33	5745.00	1131.00	57.75	11.5167	6406209	292725	1200		SE641089-124474	Biota	VAL-2018-05-14	
135293	263623	SK35	GÖTEBORG YTTRE KUST_10<or>N TRUBADUREN<or>SK 35<or>SK35<or>TRUBADUREN	SK35	5736.55	1137.50	57.6092	11.625	6390215	298387	1200		SE639482-125021	Biota	VAL-2018-05-14	
135294	263624	SK36	GOTE 3<or>GOTE3<or>O TISTLARNA<or>Onsala N yttre kust_10<or>SK36	SK36	5730.28	1148.25	57.5047	11.8042	6378071	308537	1200		SE638255-126023	Biota	VAL-2018-05-14	
135295	263625	SK34	O RIVÖ<or>SK34		5739.69	1148.32	57.6615	11.8053	6395516	309429	1200		SE640285-125420	Biota	VAL-2018-05-14	
135296	263626	SK16	S HAVSTENSUND<or>SK 16<or>SK16<or>STRO 1<or>STRO1	SK16	5844.00	1110.00	58.7333	11.1667	6516707	278142	1200		SE652163-123147	Biota	VAL-2018-05-14	
135297	263627	SK17	S LÅNGBÅDAN<or>SK 17<or>SK17	SK17	5842.05	1110.82	58.7008	11.1803	6513046	278726	1200		SE651600-123205	Biota	VAL-2018-05-14	
135298	263628	SLÄGGÖ	FJ28 TRÖSKELN (SLÄGGÖ)<or>GÅSÖ RÄNNA<or>LYSE 4<or>LYSE4<or>SK 25<or>SK25<or>SLÄGGÖ (GULLMAR TRÖSKEL)<or>SLÄGGÖ (TRÖSKELN)<or>SLÄGGÖ(GULLMAR TRÖSKEL)<or>ST-12<or>TRÖSKELN<or>TRÖSKELN (SLÄGGÖ)	SLÄGGÖ	5815.50	1126.00	58.2583	11.4333	6463013	290758	1200	74	SE646775-124345	"Biota;Vatten"	VAL-2018-05-14	FIBG27
135299	190745	C3	C3<or>C3_North	C3_North	6239.17	1857.14	62.6528	18.9523	6953116	702477	1200	201	SE695299-166132	"Biota;Vatten"	VAL-2018-05-14	GBSX31
135300	200698	F9 / A13	F9/A13<or>A13<or>F9<or>F9 / A13<or>GBBX43	F9 / A13	6442.50	2204.00	64.7083	22.0667	7194735	836326	1200	123	SE719293-179824	"Biota;Vatten"	VAL-2018-05-14	GBBX43
135301	263629	B7	B7	B7	6331.50	1948.49	63.525	19.8082	7053069	738993	1200	21	SE686956-167351	"Biota;Vatten"	VAL-2018-05-14	GBSX59
135302	263630	1003 V SVENSKA BJÖRN	1003	1003 V SVENSKA BJÖRN	5931.22	1950.17	59.5204	19.8362	6607959	773489	1200		SE660764-172835	Biota	VAL-2018-05-14	
135303	263631	ESE NÄR	3129<or>3129 ESE NÄR	3129 ESE NÄR	5710.00	1850.00	57.1667	18.8333	6342457	731754	1200	46	SE634187-168236	"Biota;Vatten"	VAL-2018-05-14	BPEX62
135304	263632	P204	P 204<or>P204	P204	5513.47	1325.09	55.2245	13.4182	6120917	399387	1200		SE612425-134887	Biota	VAL-2018-05-14	
135305	263633	GT 10	SY 7	GT 10	5514.00	1320.00	55.2333	13.3333	6122024	394011	1200		SE1342746-6125363	Biota	VAL-2018-05-14	
135306	263634	DM 107		DM 107	5508.00	1340.00	55.1333	13.6667	6110440	414994	1200		SE611353-136360	Biota	VAL-2018-05-14	
135307	263635	PMK 21		PMK 21	5545.01	1555.98	55.7502	15.933	6178669	558563	1200		SE618012-150802	Biota	VAL-2018-05-14	
135308	263636	TORH 13	PMK13<or>TORH 13<or>TORH13	TORH 13	5544.99	1543.54	55.7498	15.7257	6178468	545550	1200		SE618007-149500	Biota	VAL-2018-05-14	
135309	263637	1004 SO GILLÖGA	1004	1004	5923.11	1927.84	59.3852	19.464	6591446	753473	1200		SE659065-170787	Biota	VAL-2018-05-14	
135310	263638	JS2-39		JS2-39	5926.50	1944.92	59.4417	19.7487	6598847	769171	1200		SE659786-172366	Biota	VAL-2018-05-14	
135311	263639	4009 HÄVRINGE	4009	4009	5833.69	1722.11	58.5615	17.3685	6493652	637786	1200		SE649424-159099	Biota	VAL-2018-05-14	
135312	263640	HK 13		HK 13	5832.25	1715.80	58.5376	17.2633	6490781	631756	1200		SE649144-158492	Biota	VAL-2018-05-14	
135313	263641	HK 15		HK 15	5833.02	1717.62	58.5503	17.2937	6492263	633475	1200		SE649290-158666	Biota	VAL-2018-05-14	
135314	263642	HK 7		HK 7	5831.86	1713.32	58.531	17.222	6489974	629373	1200		SE649066-158253	Biota	VAL-2018-05-14	
135315	263643	VÄV 2		VÄV 2	5743.00	1656.00	57.7167	16.9333	6398809	615170	1200		SE639965-156723	Biota	VAL-2018-05-14	
135316	263644	BY37	BY37<or>VÄV 3	VÄV 3	5744.00	1705.50	57.7333	17.0917	6400945	624543	1200	68	SE640167-157663	"Biota;Vatten"	VAL-2018-05-14	BPWX43
135317	263645	IVB 1		Ivb 1	5726.00	1907.00	57.4333	19.1167	6373110	747075	1200		SE637238-169885	Biota	VAL-2018-05-14	
135318	263646	PMK 12		PMK 12	5557.97	1542.00	55.9662	15.7	6202535	543695	1200		SE620416-149342	Biota	VAL-2018-05-14	
135319	263647	PMK 14		PMK 14	5549.98	1550.66	55.833	15.8443	6187816	552885	1200		SE618933-150244	Biota	VAL-2018-05-14	
135320	263648	PMK 15		PMK 15	5551.77	1550.44	55.8628	15.8407	6191133	552615	1200		SE619265-150221	Biota	VAL-2018-05-14	
135321	263649	PMK 17		PMK 17	5552.94	1543.62	55.8823	15.727	6193223	545479	1200		SE619483-149510	Biota	VAL-2018-05-14	
135322	263650	PMK 18		PMK 18	5557.15	1553.61	55.9525	15.8935	6201153	555793	1200		SE620264-150551	Biota	VAL-2018-05-14	
135323	263651	PMK 19		PMK 19	5551.42	1546.36	55.857	15.7727	6190434	548367	1200		SE619200-149795	Biota	VAL-2018-05-14	
135324	263652	PMK 3		PMK 3	5558.76	1543.58	55.9793	15.7263	6204018	545324	1200		SE620563-149507	Biota	VAL-2018-05-14	
135325	263653	PMK 3B	PMK 3b	PMK 3	5558.76	1543.42	55.9793	15.7237	6204016	545157	1200			Biota	VAL-2018-05-14	
135326	263654	PMK 31		PMK 31	5558.77	1543.40	55.9795	15.7233	6204034	545136	1200			Biota	VAL-2018-05-14	
135327	263655	TORH 11	PMK11	TORH 11	5549.98	1547.84	55.8329	15.7974	6187772	549944	1200		SE618932-149950	Biota	VAL-2018-05-14	
135328	263656	P206		P206	5513.50	1338.00	55.225	13.6333	6120681	413069	1200		SE612379-136179	Biota	VAL-2018-05-14	
135329	263657	DM 106		DM 106	5514.00	1307.00	55.2333	13.1167	6122374	380234	1200		SE612587-132896	Biota	VAL-2018-05-14	
135330	263658	GT 8		GT 8	5515.00	1330.00	55.25	13.5	6123637	404649	1200		SE612685-135340	Biota	VAL-2018-05-14	
135331	263659	SK 4		SK 4	5516.69	1318.59	55.2782	13.3098	6127051	392635	1200	31.5	SE613040-134142	Biota	VAL-2018-05-14	
135332	263660	SK 6		SK 6	5517.46	1310.00	55.291	13.1667	6128704	383583	1200	32	SE613216-133239	Biota	VAL-2018-05-14	
135333	263661	GO 3		GO 3	5712.53	1852.96	57.2088	18.8827	6347306	734469	1200		SE634672-168594	Biota	VAL-2018-05-14	
135334	263662	GO 12		GO 12	5713.47	1857.36	57.2246	18.9559	6349318	738786	1200		SE634868-169028	Biota	VAL-2018-05-14	
135335	263663	GO 17		GO 17	5716.18	1859.13	57.2696	18.9856	6354437	740280	1200		SE635378-169183	Biota	VAL-2018-05-14	
135336	263664	GO 4		GO 4	5716.34	1856.64	57.2723	18.944	6354586	737760	1200		SE635396-168931	Biota	VAL-2018-05-14	
135337	263665	GO 14		GO 14	5721.07	1856.55	57.3511	18.9425	6363348	737162	1200		SE636273-168882	Biota	VAL-2018-05-14	
135338	263666	GO 15		GO 15	5722.54	1910.43	57.3756	19.1738	6366903	750897	1200		SE636612-170260	Biota	VAL-2018-05-14	
135339	263667	GO 13		GO 13	5723.60	1907.56	57.3933	19.1261	6368689	747909	1200		SE636795-169963	Biota	VAL-2018-05-14	
135340	263668	GO 10		GO 10	5725.93	1905.53	57.4322	19.0921	6372893	745610	1200		SE637218-169738	Biota	VAL-2018-05-14	
135341	263669	VAE 2		VAE 2	5731.51	1658.15	57.5252	16.9691	6377565	617921	1200		SE637837-156973	Biota	VAL-2018-05-14	
135342	263670	VAE 9		VAE 9	5732.08	1656.71	57.5347	16.9451	6378575	616454	1200		SE637939-156827	Biota	VAL-2018-05-14	
135343	263671	VAE 10		VAE 10	5733.69	1654.23	57.5615	16.9038	6381484	613897	1200		SE638233-156575	Biota	VAL-2018-05-14	
135344	263672	VAE 7		VAE 7	5735.15	1653.34	57.5858	16.889	6384172	612934	1200		SE638503-156482	Biota	VAL-2018-05-14	
135345	263673	VAE 17		VAE 17	5736.11	1700.06	57.6019	17.001	6386151	619576	1200		SE638693-157149	Biota	VAL-2018-05-14	
135346	263674	VAE 18		VAE 18	5738.30	1657.04	57.6384	16.9506	6390128	616450	1200		SE639095-156841	Biota	VAL-2018-05-14	
135347	263675	VAE 3		VAE 3	5738.95	1659.43	57.6491	16.9904	6391389	618791	1200		SE639218-157076	Biota	VAL-2018-05-14	
135348	263676	VAE 4		VAE 4	5743.48	1658.57	57.7247	16.9762	6399781	617695	1200		SE640059-156977	Biota	VAL-2018-05-14	
135349	263677	HAE 4		HAE 4	5827.11	1723.32	58.4518	17.3886	6481490	639388	1200		SE648206-159244	Biota	VAL-2018-05-14	
135350	263678	HAE 9		HAE 9	5827.23	1720.87	58.4538	17.3478	6481629	636999	1200		SE648222-159005	Biota	VAL-2018-05-14	
135351	263679	HAE 8		HAE 8	5827.32	1724.29	58.4554	17.4049	6481918	640325	1200		SE648247-159338	Biota	VAL-2018-05-14	
135352	263680	HAE 12		HAE 12	5828.24	1725.61	58.4707	17.4268	6483676	641540	1200		SE648422-159462	Biota	VAL-2018-05-14	
135353	263681	HAE 13		HAE 13	5830.88	1716.36	58.5147	17.2726	6488250	632385	1200		SE648890-158552	Biota	VAL-2018-05-14	
135354	263682	HAE 3		HAE 3	5831.18	1718.96	58.5197	17.3159	6488895	634887	1200		SE648952-158803	Biota	VAL-2018-05-14	
135355	263683	VAE 4B		VAE 4b	5743.51	1658.40	57.7252	16.9733	6399824	617525	1200			Biota	VAL-2018-05-14	
135356	263684	SB 16		SB 16	5920.53	1958.44	59.3421	19.9739	6588716	782754	1200		SE658757-173712	Biota	VAL-2018-05-14	
135357	263685	SB 15		SB 15	5920.94	1936.93	59.3491	19.6155	6588018	762346	1200		SE658712-171670	Biota	VAL-2018-05-14	
135358	263686	SB 5		SB 5	5921.08	1939.23	59.3513	19.6539	6588425	764506	1200		SE658750-171886	Biota	VAL-2018-05-14	
135359	263687	SB 6		SB 6	5924.51	1957.10	59.4085	19.9517	6595999	780941	1200		SE659487-173539	Biota	VAL-2018-05-14	
135360	263688	SB 17		SB 17	5926.04	1954.72	59.434	19.9121	6598668	778486	1200		SE659757-173297	Biota	VAL-2018-05-14	
135361	263689	SB 17B		SB 17b	5926.12	1954.79	59.4353	19.9132	6598821	778536	1200			Biota	VAL-2018-05-14	
135362	263690	SB 2		SB 2	5927.73	1955.33	59.4622	19.9222	6601841	778826	1200		SE660074-173335	Biota	VAL-2018-05-14	
135363	263691	SB 8		SB 8	5930.56	1949.31	59.5094	19.8219	6606674	772771	1200		SE660565-172735	Biota	VAL-2018-05-14	
135364	263692	LACKA V	19	19	5845.12	1733.47	58.7519	17.5579	6515255	647990	1200		SE651573-160145	Biota	VAL-2018-05-14	
135365	263693	LACKA	20	Lacka	5845.18	1734.85	58.753	17.5808	6515425	649312	1200		SE651588-160277	Biota	VAL-2018-05-14	
135366	263694	SVARTEN	24	Svarten	5846.43	1743.69	58.7738	17.7281	6518077	657736	1200		SE651843-161123	Biota	VAL-2018-05-14	
135367	263695	SUNDSBÅDARNA	25	Sundsbådarna	5846.58	1745.63	58.7764	17.7604	6518441	659591	1200		SE651877-161309	Biota	VAL-2018-05-14	
135368	263696	PERSÖ	15	15	5847.47	1736.36	58.7912	17.606	6519733	650604	1200		SE652017-160412	Biota	VAL-2018-05-14	
135369	263697	PERSÖ NV	14	14	5847.59	1736.10	58.7932	17.6017	6519942	650347	1200		SE652038-160386	Biota	VAL-2018-05-14	
135370	263698	OXELUDDEN	21	Oxeludden	5847.79	1741.46	58.7965	17.6911	6520519	655492	1200		SE652089-160877	Biota	VAL-2018-05-14	
135371	263699	KOCKELSKÄR	8	8	5848.28	1733.06	58.8046	17.551	6521105	647367	1200		SE652158-160090	Biota	VAL-2018-05-14	
135372	263700	HÄSTSKÄR	7	7	5848.56	1733.17	58.8093	17.5528	6521630	647450	1200		SE652211-160099	Biota	VAL-2018-05-14	
135373	263701	GÅLKLUBBEN	10	10	5848.66	1735.01	58.811	17.5835	6521891	649215	1200		SE652229-160276	Biota	VAL-2018-05-14	
135374	263702	N.JUTSKÄR V	4	N.JUTSKÄR V	5848.81	1733.20	58.8136	17.5534	6522105	647468	1200		SE652258-160101	Biota	VAL-2018-05-14	
135375	263703	STRÖMMINGSHÄLLEN	11	11	5849.21	1737.86	58.8201	17.631	6523007	651920	1200		SE652343-160547	Biota	VAL-2018-05-14	
135376	202081	6010 FURHOLMARNA	6010	6010 FURHOLMARNA	5850.29	1732.75	58.8382	17.5459	6524833	646930	1200		SE652553-160113	Biota	VAL-2018-05-14	
135377	263704	ÄGGKULLSHÅLLARNA	16<or>ÄGGKULLSHÅLLARNA	16	5846.98	1733.14	58.7831	17.5523	6518706	647535	1200		SE651918-160104	Biota	VAL-2018-05-14	
135378	263705	KOCKELHÄLLAN	9	9	5847.76	1733.73	58.7961	17.5622	6520178	648050	1200		SE652065-160157	Biota	VAL-2018-05-14	
135379	263706	LÅNGÖN	26<or>LÅNGÖ	Långön	5844.42	1728.93	58.7403	17.4822	6513794	643660	1200		SE651432-159710	Biota	VAL-2018-05-14	
135380	263707	ÖRNSKÄR	18	ÖRNSKÄR	5846.05	1734.25	58.7675	17.5709	6517018	648675	1200		SE651748-160216	Biota	VAL-2018-05-14	
135381	263708	TRÄDGÅRDSSKÄR	17	17	5846.52	1734.48	58.7753	17.5746	6517896	648858	1200		SE651836-160235	Biota	VAL-2018-05-14	
135382	188483	6018 GRÅSKÄR	23<or>6018<or>6018 N GRÅSKÄR	6018 GRÅSKÄR	5847.56	1739.98	58.7927	17.6664	6520033	654085	1200		SE652043-160760	Biota		
135383	263709	ISSKÄREN	22	Isskären	5847.55	1741.21	58.7925	17.6868	6520067	655265	1200		SE652045-160878	Biota	VAL-2018-05-14	
135384	263710	N.JUTSKÄR	5<or>6<or>JUTSKÄR	N.JUTSKÄR	5848.83	1733.32	58.8138	17.5554	6522131	647582	1200		SE652261-160112	Biota	VAL-2018-05-14	
135385	263711	VRÅNGSKÄR	13	13_south	5849.22	1737.36	58.8204	17.6226	6523016	651434	1200		SE652345-160499	Biota	VAL-2018-05-14	
135386	263712	GROGARN	35	Grogarn	5726.68	1853.42	57.4446	18.8903	6373567	733424	1200		SE637298-168520	Biota	VAL-2018-05-14	
135387	263713	SUDERS	34	Suders	5656.34	1818.67	56.939	18.3112	6315471	701435	1200		SE631539-165264	Biota	VAL-2018-05-14	
135388	263714	HOBURG	33	Hoburg	5655.87	1808.25	56.9311	18.1375	6314104	690911	1200		SE631403-164197	Biota	VAL-2018-05-14	
135389	263715	KRONVALD	32	Kronvald	5716.50	1805.73	57.2751	18.0955	6352248	686616	1200		SE635220-163805	Biota	VAL-2018-05-14	
135390	263716	D22			6252.58	1820.06	62.8763	18.3343	6976203	669551	1200			Biota	VAL-2018-05-14	
135391	263717	LÅNGÖ		LÅNGÖ	5815.20	1122.70	58.2533	11.3783	6462629	287503	1200		SE646741-124019	Biota	VAL-2018-05-14	
135392	263718	NAMNLÖSEN		NAMNLÖSEN	5814.70	1122.40	58.245	11.3733	6461718	287160	1200		SE646520-123975	Biota	VAL-2018-05-14	
135393	263719	MITTSKÄR		MITTSKÄR	5812.65	1120.70	58.2108	11.345	6458007	285292	1200		SE646161-123784	Biota	VAL-2018-05-14	
135394	263720	TÅN		TÅN	5818.11	1119.70	58.3018	11.3283	6468183	284866	1200		SE647279-123760	Biota	VAL-2018-05-14	
135395	263721	BYXESKÄR		BYXESKÄR	5815.65	1123.30	58.2608	11.3883	6463432	288135	1200		SE646700-124075	Biota	VAL-2018-05-14	
135396	263722	GRÅURN		GRÅURN	5817.30	1120.20	58.2883	11.3367	6466655	285272	1200		SE647092-123777	Biota	VAL-2018-05-14	
135397	263723	ENSKÄR	29	Enskär	5841.29	1727.97	58.6881	17.4662	6507952	642947	1200		SE650848-159632	Biota	VAL-2018-05-14	
135398	263724	BLÅHÄLL	31	Blåhäll	5732.84	1807.28	57.5473	18.1213	6382603	686783	1200		SE638259-163866	Biota	VAL-2018-05-14	
135399	263725	BY2 ARKONA	BY 2<or>BY2<or>BY2  ARKONA<or>BY2 ARKONA	BY2 ARKONA	5500.00	1405.00	55.0	14.0833	6095176	441363	5000	47	SE609795-138980	"Biota;Vatten"	VAL-2018-05-14	BPSA03
135400	263726	I:2	I: 2	I_2	5507.44	1315.68	55.124	13.2614	6109968	389133	1200		SE611353-133815	"Biota;Vatten"	VAL-2018-05-14	
135401	263727	I:1		I_1	5513.49	1316.00	55.2248	13.2667	6121181	389748	1200		SE612456-133847	Biota	VAL-2018-05-14	
135402	263728	BY5 BORNHOLMSDJ	BY5<or>BY5  BORNHOLMSDJ<or>BY5  BORNHOLMSDJUPET<or>BY5 BORNHOLMSDJ<or>BY5 BORNHOLMSDJUPET	BY5 BORNHOLMSDJ	5515.00	1559.00	55.25	15.9833	6123053	562510	2000	91	SE612444-151132	"Biota;Vatten"	VAL-2018-05-14	BPSB07
135403	263729	REF M1V1	REF M1V1<or>REFM1<or>RefM1<or>Ref M1V1	REF M1V1	5622.25	1612.10	56.3708	16.2017	6248002	574224	2000	21	SE624923-152449	"Biota;Vatten"	VAL-2018-05-14	BPWK01
135404	263730	BY15 GOTLANDSDJ	BY15<or>BY15  GOTLANDSDJ<or>BY15  GOTLANDSDJUPET<or>BY15 Extra djupserie<or>BY15 GOTLANDSDJ<or>BY15 GOTLANDSDJUPET	BY15 GOTLANDSDJ	5720.00	2003.00	57.3333	20.05	6365777	803864	8000	249	SE636437-175555	"Biota;Vatten"	VAL-2018-05-14	BPEX21
135405	263731	ALSBÄCK	ALS<or>ALSBA<or>ALSBÄCK<or>Als<or>GULLMARSFJORDENS DJUPHÅLA, ALSBÄCK	ALS	5819.17	1132.60	58.3195	11.5433	6469481	297557	1200	120	SE647456-125055	"Biota;Vatten"	VAL-2018-05-14	FIBG26
135406	263732	BY31 LANDSORTSDJ	BY 31<or>BY31<or>BY31  LANDSORTSDJUPET<or>BY31 LANDSORTSDJ<or>BY31 LANDSORTSDJUPET<or>LANDSORTSDJ	BY31 LANDSORTSDJ	5835.00	1814.00	58.5833	18.2333	6498185	687956	2000	459	SE649817-164122	"Biota;Vatten"	VAL-2018-05-14	BPNX37
135407	263733	BJÖRKHOLMEN SYDVÄST	28	BJÖRKHOLMEN SYDVÄST	5842.62	1730.28	58.7103	17.5047	6510503	645085	1200		SE652337-160557	Biota	VAL-2018-05-14	
135408	263734	ST. BRUNSKÄR	27<or>ST.BRUNSKÄR	ST. BRUNSKÄR	5843.78	1731.92	58.7297	17.532	6512722	646585	1200		SE651321-160001	Biota	VAL-2018-05-14	
135409	263735	18 ÖREGRUNDS KUSTVATTEN	18	18	6025.88	1848.64	60.4313	18.8107	6705518	709698	1200			Biota	VAL-2018-05-14	
135410	263736	2098 EKOKNÖLEN	2098	2098	5848.01	1813.86	58.8001	18.2309	6522297	686654	1200			Biota	VAL-2018-05-14	
135411	263737	HANO11	11A (VHK13)<or>P13		5542.50	1418.00	55.7083	14.3	6173841	456015	1200			Biota	VAL-2018-05-14	
135412	200712	F3 / A5	A5<or>F3/A5	F3 / A5	6510.00	2314.00	65.1667	23.2333	7252191	884974	1200	100		"Biota;Vatten"	VAL-2018-05-14	GBBX45
135413	263738	B1	BOJEN (B1)	B1	5848.00	1737.00	58.8	17.6167	6520736	651180	1200	42		"Biota;Vatten"	VAL-2018-05-14	BPNX01
135414	263739	B1-BOTTENVIKEN	B 1	B1-BOTTENVIKEN	6434.53	2153.30	64.5755	21.8883	7179063	829474	1200			Biota	VAL-2018-05-14	
135415	263740	B 3	B3	B 3	6434.82	2159.83	64.5803	21.9972	7180170	834604	1200			Biota	VAL-2018-05-14	
135416	263741	B 4	B4	B 4	6432.17	2148.37	64.5362	21.8062	7174274	826026	1200			Biota	VAL-2018-05-14	
135417	263742	B 5	B5	B 5	6430.28	2144.64	64.5047	21.744	7170461	823430	1200			Biota	VAL-2018-05-14	
135418	263743	BJÖRKHOLMEN NORDOST	12<or>BJÖRKHOLMEN NORDOST	12	5849.17	1737.96	58.8196	17.6327	6522948	652019	1200			Biota	VAL-2018-05-14	
135419	263744	BREDA KRÅKOR		Breda kråkor	5722.43	1154.55	57.3738	11.9092	6363224	314163	1200			Biota	VAL-2018-05-14	
135420	263745	BY29 / LL19	BY 29<or>BY29<or>BY29/LL19<or>LL19	BY29	5853.00	2019.00	58.8833	20.3167	6539240	806282	2000	178		Vatten	VAL-2018-05-14	BPNX35
135421	263746	R1	BÖNHAMN<or>R1 BÖNHAMN	R1	6252.68	1827.29	62.878	18.4548	6976708	675661	1200			Biota	VAL-2018-05-14	
135422	263747	C 1		C 1	6033.20	1847.20	60.5533	18.7867	6719014	707596	1200			Biota	VAL-2018-05-14	
135423	263748	C 2		C 2	6036.09	1844.90	60.6015	18.7483	6724253	705191	1200			Biota	VAL-2018-05-14	
135424	263749	C3_SOUTH	C 3	C3_South	6034.51	1855.79	60.5751	18.9298	6721900	715293	1200			Biota	VAL-2018-05-14	
135425	263750	C 4		C 4	6030.40	1857.00	60.5067	18.95	6714350	716856	1200			Biota	VAL-2018-05-14	
135426	263751	C 5		C 5	6026.13	1856.28	60.4355	18.938	6706394	716672	1200			Biota	VAL-2018-05-14	
135427	263752	C 6		C 6	6023.73	1856.47	60.3955	18.9412	6701955	717112	1200			Biota	VAL-2018-05-14	
135428	200714	MS4 / C14	MS4/C14<or>C14<or>MS4	MS4 / C14	6205.99	1832.91	62.0998	18.5485	6890372	685186	5000	88		Vatten	VAL-2018-05-14	GBSX15
135429	263753	FK 1		FK 1	6526.85	2252.34	65.4475	22.8723	7281139	864258	1200			"Biota;Vatten"	VAL-2018-05-14	
135430	263754	FK2		FK2	6522.77	2305.87	65.3795	23.0978	7274935	875621	1200			"Biota;Vatten"	VAL-2018-05-14	
135431	263755	FÄLLSVIKSHAMNEN	R2<or>R2 FÄLLSVIKSHAMNEN	Fällsvikshamnen	6250.44	1820.06	62.8406	18.3343	6972228	669754	1200			Biota	VAL-2018-05-14	
135432	263756	G3 DÖNSTAUDDEN	DÖNSTAUDDEN<or>G3	G3	6252.52	1817.43	62.8754	18.2905	6975985	667328	1200			"Biota;Vatten"	VAL-2018-05-14	
